ID,Competitor Name,Sex,Age,Age Grouping,Height,Weight,National Code,Example 1,Example 2,Year,Season,Sport,Event,Medal
501,Mohamed Mohamed Mohamed Aboutrika,MALE,33,Over 30,182,77,EGY,4,6,2012,Summer,Football,Football Men's Football,Not Registered
502,Ahmad Shah Abouwi,MALE,NULL,NULL,NULL,NULL,AFG,4,6,1956,Summer,Hockey,Hockey Men's Hockey,Not Registered
503,Adeola Aboyade-Cole,MALE,22,18-25,193,78,NGR,4,6,1972,Summer,Athletics,Athletics Men's 110 metres Hurdles,Not Registered
504,Cheryl Abplanalp,Female,24,18-25,174,68,USA,4,6,1996,Summer,Handball,Handball Women's Handball,Not Registered
505,"Alexander ""Alex"" Abraham (Steglitz)",MALE,25,18-25,186,84,GER,4,6,1912,Summer,Athletics,Athletics Men's Decathlon,Not Registered
506,Andrei Abraham,MALE,19,18-25,NULL,NULL,ROU,4,6,1936,Summer,Gymnastics,Gymnastics Men's Individual All-Around,Not Registered
506,Andrei Abraham,MALE,19,18-25,NULL,NULL,ROU,4,6,1936,Summer,Gymnastics,Gymnastics Men's Team All-Around,Not Registered
506,Andrei Abraham,MALE,19,18-25,NULL,NULL,ROU,4,6,1936,Summer,Gymnastics,Gymnastics Men's Floor Exercise,Not Registered
506,Andrei Abraham,MALE,19,18-25,NULL,NULL,ROU,4,6,1936,Summer,Gymnastics,Gymnastics Men's Horse Vault,Not Registered
506,Andrei Abraham,MALE,19,18-25,NULL,NULL,ROU,4,6,1936,Summer,Gymnastics,Gymnastics Men's Parallel Bars,Not Registered
506,Andrei Abraham,MALE,19,18-25,NULL,NULL,ROU,4,6,1936,Summer,Gymnastics,Gymnastics Men's Horizontal Bar,Not Registered
506,Andrei Abraham,MALE,19,18-25,NULL,NULL,ROU,4,6,1936,Summer,Gymnastics,Gymnastics Men's Rings,Not Registered
506,Andrei Abraham,MALE,19,18-25,NULL,NULL,ROU,4,6,1936,Summer,Gymnastics,Gymnastics Men's Pommelled Horse,Not Registered
507,Attila brahm,MALE,21,18-25,192,88,HUN,4,6,1988,Summer,Canoeing,"Canoeing Men's Kayak Doubles, 500 metres",Bronze
507,Attila brahm,MALE,21,18-25,192,88,HUN,4,6,1988,Summer,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Gold
507,Attila brahm,MALE,25,18-25,192,88,HUN,4,6,1992,Summer,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Silver
508,Bernhard Abraham,MALE,NULL,NULL,NULL,NULL,GER,4,6,1906,Summer,Gymnastics,Gymnastics Men's Team All-Around,Not Registered
509,Gary Abraham,MALE,17,Under 18,175,64,GBR,4,6,1976,Summer,Swimming,Swimming Men's 100 metres Backstroke,Not Registered
509,Gary Abraham,MALE,17,Under 18,175,64,GBR,4,6,1976,Summer,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Not Registered
509,Gary Abraham,MALE,21,18-25,175,64,GBR,4,6,1980,Summer,Swimming,Swimming Men's 100 metres Backstroke,Not Registered
509,Gary Abraham,MALE,21,18-25,175,64,GBR,4,6,1980,Summer,Swimming,Swimming Men's 100 metres Butterfly,Not Registered
509,Gary Abraham,MALE,21,18-25,175,64,GBR,4,6,1980,Summer,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Bronze
510,Melita Isidora Abraham Schssler,Female,19,18-25,170,62,CHI,4,6,2016,Summer,Rowing,Rowing Women's Lightweight Double Sculls,Not Registered
511,Tadesse Abraham,MALE,33,Over 30,178,61,SUI,4,6,2016,Summer,Athletics,Athletics Men's Marathon,Not Registered
512,Shiny Kurisingal Abraham-Wilson,Female,19,18-25,167,53,IND,4,6,1984,Summer,Athletics,Athletics Women's 800 metres,Not Registered
512,Shiny Kurisingal Abraham-Wilson,Female,19,18-25,167,53,IND,4,6,1984,Summer,Athletics,Athletics Women's 4 x 400 metres Relay,Not Registered
512,Shiny Kurisingal Abraham-Wilson,Female,23,18-25,167,53,IND,4,6,1988,Summer,Athletics,Athletics Women's 800 metres,Not Registered
512,Shiny Kurisingal Abraham-Wilson,Female,23,18-25,167,53,IND,4,6,1988,Summer,Athletics,Athletics Women's 4 x 400 metres Relay,Not Registered
512,Shiny Kurisingal Abraham-Wilson,Female,27,25-30,167,53,IND,4,6,1992,Summer,Athletics,Athletics Women's 800 metres,Not Registered
512,Shiny Kurisingal Abraham-Wilson,Female,31,Over 30,167,53,IND,4,6,1996,Summer,Athletics,Athletics Women's 4 x 400 metres Relay,Not Registered
513,Mariola Teresa Abrahamczyk (-Fronckowiak),Female,21,18-25,180,70,POL,4,6,1980,Summer,Rowing,Rowing Women's Coxed Quadruple Sculls,Not Registered
514,Ara Abrahamian,MALE,25,18-25,191,84,SWE,4,6,2000,Summer,Wrestling,"Wrestling Men's Middleweight, Greco-Roman",Not Registered
514,Ara Abrahamian,MALE,29,25-30,191,84,SWE,4,6,2004,Summer,Wrestling,"Wrestling Men's Light-Heavyweight, Greco-Roman",Silver
514,Ara Abrahamian,MALE,33,Over 30,191,84,SWE,4,6,2008,Summer,Wrestling,"Wrestling Men's Light-Heavyweight, Greco-Roman",Not Registered
515,Stphan Abrahamian Gonzalez,MALE,22,18-25,NULL,NULL,FRA,4,6,1968,Summer,Cycling,"Cycling Men's Road Race, Individual",Not Registered
516,Clyde Abrahams,MALE,29,25-30,178,68,RSA,4,6,2008,Summer,Hockey,Hockey Men's Hockey,Not Registered
517,Glen Abrahams Martnez,MALE,22,18-25,179,72,CRC,4,6,1984,Summer,Athletics,Athletics Men's 100 metres,Not Registered
517,Glen Abrahams Martnez,MALE,22,18-25,179,72,CRC,4,6,1984,Summer,Athletics,Athletics Men's 200 metres,Not Registered
518,Guy A. Abrahams,MALE,23,18-25,173,65,PAN,4,6,1976,Summer,Athletics,Athletics Men's 100 metres,Not Registered
518,Guy A. Abrahams,MALE,23,18-25,173,65,PAN,4,6,1976,Summer,Athletics,Athletics Men's 200 metres,Not Registered
519,Harold Maurice Abrahams,MALE,20,18-25,183,75,GBR,4,6,1920,Summer,Athletics,Athletics Men's 100 metres,Not Registered
519,Harold Maurice Abrahams,MALE,20,18-25,183,75,GBR,4,6,1920,Summer,Athletics,Athletics Men's 200 metres,Not Registered
519,Harold Maurice Abrahams,MALE,20,18-25,183,75,GBR,4,6,1920,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,Not Registered
519,Harold Maurice Abrahams,MALE,20,18-25,183,75,GBR,4,6,1920,Summer,Athletics,Athletics Men's Long Jump,Not Registered
519,Harold Maurice Abrahams,MALE,24,18-25,183,75,GBR,4,6,1924,Summer,Athletics,Athletics Men's 100 metres,Gold
519,Harold Maurice Abrahams,MALE,24,18-25,183,75,GBR,4,6,1924,Summer,Athletics,Athletics Men's 200 metres,Not Registered
519,Harold Maurice Abrahams,MALE,24,18-25,183,75,GBR,4,6,1924,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,Silver
520,Sidney Solomon Abrahams,MALE,21,18-25,NULL,NULL,GBR,4,6,1906,Summer,Athletics,Athletics Men's 100 metres,Not Registered
520,Sidney Solomon Abrahams,MALE,21,18-25,NULL,NULL,GBR,4,6,1906,Summer,Athletics,Athletics Men's Long Jump,Not Registered
520,Sidney Solomon Abrahams,MALE,27,25-30,NULL,NULL,GBR,4,6,1912,Summer,Athletics,Athletics Men's Long Jump,Not Registered
521,Isak Abrahamsen,MALE,21,18-25,NULL,NULL,NOR,4,6,1912,Summer,Gymnastics,"Gymnastics Men's Team All-Around, Free System",Gold
524,"Donald Robert Abrahamson, Jr.",MALE,26,25-30,162,67,USA,4,6,1984,Summer,Weightlifting,Weightlifting Men's Lightweight,Not Registered
525,Richard Neal Abrahamson,MALE,24,18-25,190,88,USA,4,6,1972,Summer,Handball,Handball Men's Handball,Not Registered
525,Richard Neal Abrahamson,MALE,28,25-30,190,88,USA,4,6,1976,Summer,Handball,Handball Men's Handball,Not Registered
527,Erik Adolf Efraim Abrahamsson,MALE,22,18-25,172,61,SWE,4,6,1920,Summer,Athletics,Athletics Men's Long Jump,Bronze
528,Karl Gran Abrahamsson,MALE,28,25-30,180,72,SWE,4,6,1960,Summer,Fencing,"Fencing Men's Foil, Individual",Not Registered
528,Karl Gran Abrahamsson,MALE,28,25-30,180,72,SWE,4,6,1960,Summer,Fencing,"Fencing Men's epee, Individual",Not Registered
528,Karl Gran Abrahamsson,MALE,28,25-30,180,72,SWE,4,6,1960,Summer,Fencing,"Fencing Men's epee, Team",Not Registered
528,Karl Gran Abrahamsson,MALE,33,Over 30,180,72,SWE,4,6,1964,Summer,Fencing,"Fencing Men's epee, Individual",Not Registered
528,Karl Gran Abrahamsson,MALE,33,Over 30,180,72,SWE,4,6,1964,Summer,Fencing,"Fencing Men's epee, Team",Not Registered
531,"Fletcher Abram, Jr.",MALE,21,18-25,193,87,USA,4,6,1972,Summer,Handball,Handball Men's Handball,Not Registered
533,Yelena Vasilyevna Abramchuk (Kopets-),Female,28,25-30,182,95,BLR,4,6,2016,Summer,Athletics,Athletics Women's Shot Put,Not Registered
536,Lahcen Abrami,MALE,22,18-25,NULL,NULL,MAR,4,6,1992,Summer,Football,Football Men's Football,Not Registered
537,Ek'aterina Abramia,Female,16,Under 18,167,43,GEO,4,6,1996,Summer,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Individual,Not Registered
538,Jernej Abrami,MALE,31,Over 30,175,70,SLO,4,6,1996,Summer,Canoeing,"Canoeing Men's Kayak Singles, Slalom",Not Registered
540,Andrey Vasilyevich Abramov,MALE,24,18-25,180,100,URS,4,6,1960,Summer,Boxing,Boxing Men's Heavyweight,Not Registered
541,Andrey Viktorovich Abramov,MALE,24,18-25,176,70,RUS,4,6,2008,Summer,Archery,Archery Men's Individual,Not Registered
541,Andrey Viktorovich Abramov,MALE,24,18-25,176,70,RUS,4,6,2008,Summer,Archery,Archery Men's Team,Not Registered
542,Nikolay Kuzmich Abramov,MALE,30,25-30,164,59,URS,4,6,1964,Summer,Athletics,Athletics Men's Marathon,Not Registered
543,Pavel Sergeyevich Abramov,MALE,25,18-25,198,89,RUS,4,6,2004,Summer,Volleyball,Volleyball Men's Volleyball,Bronze
545,Valery Aleksandrovich Abramov,MALE,23,18-25,173,61,URS,4,6,1980,Summer,Athletics,"Athletics Men's 5,000 metres",Not Registered
546,Inna Vladimirovna Abramova,Female,21,18-25,172,63,URS,4,6,1988,Summer,Swimming,Swimming Women's 50 metres Freestyle,Not Registered
546,Inna Vladimirovna Abramova,Female,21,18-25,172,63,URS,4,6,1988,Summer,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Not Registered
547,Nelli Mikhaylovna Abramova,Female,24,18-25,171,60,URS,4,6,1964,Summer,Volleyball,Volleyball Women's Volleyball,Silver
551,Aliyah Abrams,Female,19,18-25,163,53,GUY,4,6,2016,Summer,Athletics,Athletics Women's 400 metres,Not Registered
552,Colin Winston Abrams,MALE,32,Over 30,180,70,GUY,4,6,1988,Summer,Cycling,Cycling Men's Sprint,Not Registered
553,John Charles Abrams,MALE,22,18-25,183,NULL,NZL,4,6,1956,Summer,Hockey,Hockey Men's Hockey,Not Registered
553,John Charles Abrams,MALE,25,18-25,183,NULL,NZL,4,6,1960,Summer,Hockey,Hockey Men's Hockey,Not Registered
554,Benik Abramyan,MALE,31,Over 30,186,115,GEO,4,6,2016,Summer,Athletics,Athletics Men's Shot Put,Not Registered
555,Antnio da Cunha Meneses Martins Abrantes,MALE,20,18-25,176,68,POR,4,6,1988,Summer,Athletics,Athletics Men's 800 metres,Not Registered
555,Antnio da Cunha Meneses Martins Abrantes,MALE,20,18-25,176,68,POR,4,6,1988,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,Not Registered
555,Antnio da Cunha Meneses Martins Abrantes,MALE,24,18-25,176,68,POR,4,6,1992,Summer,Athletics,Athletics Men's 800 metres,Not Registered
555,Antnio da Cunha Meneses Martins Abrantes,MALE,28,25-30,176,68,POR,4,6,1996,Summer,Athletics,Athletics Men's 800 metres,Not Registered
556,Arnaldo Lus Isaas Abrantes,MALE,21,18-25,183,72,POR,4,6,2008,Summer,Athletics,Athletics Men's 200 metres,Not Registered
556,Arnaldo Lus Isaas Abrantes,MALE,25,18-25,183,72,POR,4,6,2012,Summer,Athletics,Athletics Men's 200 metres,Not Registered
557,Arnaldo Joaquim Castro Abrantes,MALE,26,25-30,174,68,POR,4,6,1988,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,Not Registered
558,David Abrard,MALE,19,18-25,187,81,FRA,4,6,1996,Summer,Swimming,Swimming Men's 200 metres Butterfly,Not Registered
560,Amir Abrashi,MALE,22,18-25,172,70,SUI,4,6,2012,Summer,Football,Football Men's Football,Not Registered
563,Diogo Ferreira Tribolet de Abreu,MALE,22,18-25,183,73,POR,4,6,2016,Summer,Trampolining,Trampolining Men's Individual,Not Registered
564,Eloy Abreu Morales,MALE,20,18-25,160,54,CUB,4,6,1976,Summer,Wrestling,"Wrestling Men's Flyweight, Freestyle",Not Registered
565,Glauclio Serro Abreu,MALE,26,25-30,185,75,BRA,4,6,2004,Summer,Boxing,Boxing Men's Middleweight,Not Registered
566,Jos Filipe Abreu,MALE,20,18-25,159,64,POR,4,6,1968,Summer,Gymnastics,Gymnastics Men's Individual All-Around,Not Registered
566,Jos Filipe Abreu,MALE,20,18-25,159,64,POR,4,6,1968,Summer,Gymnastics,Gymnastics Men's Floor Exercise,Not Registered
566,Jos Filipe Abreu,MALE,20,18-25,159,64,POR,4,6,1968,Summer,Gymnastics,Gymnastics Men's Horse Vault,Not Registered
566,Jos Filipe Abreu,MALE,20,18-25,159,64,POR,4,6,1968,Summer,Gymnastics,Gymnastics Men's Parallel Bars,Not Registered
566,Jos Filipe Abreu,MALE,20,18-25,159,64,POR,4,6,1968,Summer,Gymnastics,Gymnastics Men's Horizontal Bar,Not Registered
566,Jos Filipe Abreu,MALE,20,18-25,159,64,POR,4,6,1968,Summer,Gymnastics,Gymnastics Men's Rings,Not Registered
566,Jos Filipe Abreu,MALE,20,18-25,159,64,POR,4,6,1968,Summer,Gymnastics,Gymnastics Men's Pommelled Horse,Not Registered
567,Emilio Julio Abreu,MALE,22,18-25,NULL,NULL,PAR,4,6,1976,Summer,Swimming,Swimming Men's 200 metres Breaststroke,Not Registered
567,Emilio Julio Abreu,MALE,22,18-25,NULL,NULL,PAR,4,6,1976,Summer,Swimming,Swimming Men's 200 metres Butterfly,Not Registered
567,Emilio Julio Abreu,MALE,22,18-25,NULL,NULL,PAR,4,6,1976,Summer,Swimming,Swimming Men's 400 metres Individual Medley,Not Registered
568,Morais Santos Abreu,MALE,40,Over 30,188,73,ANG,4,6,2008,Summer,Beach Volleyball,Beach Volleyball Men's Beach Volleyball,Not Registered
569,Paulo Francisco Joazeiro de Abreu,MALE,18,18-25,176,78,BRA,4,6,1984,Summer,Water Polo,Water Polo Men's Water Polo,Not Registered
570,Pedro Abreu Pascal,MALE,23,18-25,200,88,CUB,4,6,1980,Summer,Basketball,Basketball Men's Basketball,Not Registered
571,Rubn Abreu Rivero,MALE,24,18-25,177,71,VEN,4,6,1996,Summer,Cycling,"Cycling Men's Road Race, Individual",Not Registered
572,Rui Pinto de Abreu,MALE,15,Under 18,177,64,POR,4,6,1976,Summer,Swimming,Swimming Men's 400 metres Freestyle,Not Registered
572,Rui Pinto de Abreu,MALE,15,Under 18,177,64,POR,4,6,1976,Summer,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Not Registered
572,Rui Pinto de Abreu,MALE,19,18-25,177,64,POR,4,6,1980,Summer,Swimming,Swimming Men's 100 metres Freestyle,Not Registered
572,Rui Pinto de Abreu,MALE,19,18-25,177,64,POR,4,6,1980,Summer,Swimming,Swimming Men's 200 metres Freestyle,Not Registered
572,Rui Pinto de Abreu,MALE,19,18-25,177,64,POR,4,6,1980,Summer,Swimming,Swimming Men's 100 metres Backstroke,Not Registered
573,Franck Abrial,MALE,24,18-25,174,68,FRA,4,6,1988,Summer,Wrestling,"Wrestling Men's Lightweight, Greco-Roman",Not Registered
574,rika Abril Surez,Female,34,Over 30,164,52,COL,4,6,2012,Summer,Athletics,Athletics Women's Marathon,Not Registered
574,rika Abril Surez,Female,38,Over 30,164,52,COL,4,6,2016,Summer,Athletics,Athletics Women's Marathon,Not Registered
575,Laura Valentina Abril Restrepo,Female,22,18-25,162,50,COL,4,6,2012,Summer,Cycling,"Cycling Women's Mountainbike, Cross-Country",Not Registered
576,"Alejandro ""lex"" Abrines Redondo",MALE,23,18-25,198,93,ESP,4,6,2016,Summer,Basketball,Basketball Men's Basketball,Bronze
577,Knut Richard brink,MALE,23,18-25,NULL,NULL,SWE,4,6,1912,Summer,Athletics,Athletics Men's Javelin Throw,Not Registered
577,Knut Richard brink,MALE,23,18-25,NULL,NULL,SWE,4,6,1912,Summer,Athletics,"Athletics Men's Javelin Throw, Both Hands",Not Registered
578,Bourhan Abro,MALE,21,18-25,180,70,DJI,4,6,2016,Summer,Swimming,Swimming Men's 50 metres Freestyle,Not Registered
579,Anastasiya Aleksandrovna Abrosimova,Female,26,25-30,164,51,RUS,4,6,2016,Summer,Triathlon,Triathlon Women's Olympic Distance,Not Registered
580,Svetlana Olegovna Abrosimova,Female,20,18-25,188,77,RUS,4,6,2000,Summer,Basketball,Basketball Women's Basketball,Not Registered
580,Svetlana Olegovna Abrosimova,Female,28,25-30,188,77,RUS,4,6,2008,Summer,Basketball,Basketball Women's Basketball,Bronze
581,Elisabeta Abrudeanu,Female,26,25-30,NULL,NULL,ROU,4,6,1952,Summer,Gymnastics,Gymnastics Women's Individual All-Around,Not Registered
581,Elisabeta Abrudeanu,Female,26,25-30,NULL,NULL,ROU,4,6,1952,Summer,Gymnastics,Gymnastics Women's Team All-Around,Not Registered
581,Elisabeta Abrudeanu,Female,26,25-30,NULL,NULL,ROU,4,6,1952,Summer,Gymnastics,Gymnastics Women's Team Portable Apparatus,Not Registered
581,Elisabeta Abrudeanu,Female,26,25-30,NULL,NULL,ROU,4,6,1952,Summer,Gymnastics,Gymnastics Women's Floor Exercise,Not Registered
581,Elisabeta Abrudeanu,Female,26,25-30,NULL,NULL,ROU,4,6,1952,Summer,Gymnastics,Gymnastics Women's Horse Vault,Not Registered
581,Elisabeta Abrudeanu,Female,26,25-30,NULL,NULL,ROU,4,6,1952,Summer,Gymnastics,Gymnastics Women's Uneven Bars,Not Registered
581,Elisabeta Abrudeanu,Female,26,25-30,NULL,NULL,ROU,4,6,1952,Summer,Gymnastics,Gymnastics Women's Balance Beam,Not Registered
582,Saypulla Atavovich Absaidov,MALE,22,18-25,168,68,URS,4,6,1980,Summer,Wrestling,"Wrestling Men's Lightweight, Freestyle",Gold
583,Julien Absalon,MALE,23,18-25,180,68,FRA,4,6,2004,Summer,Cycling,"Cycling Men's Mountainbike, Cross-Country",Gold
583,Julien Absalon,MALE,27,25-30,180,68,FRA,4,6,2008,Summer,Cycling,"Cycling Men's Mountainbike, Cross-Country",Gold
583,Julien Absalon,MALE,31,Over 30,180,68,FRA,4,6,2012,Summer,Cycling,"Cycling Men's Mountainbike, Cross-Country",Not Registered
583,Julien Absalon,MALE,35,Over 30,180,68,FRA,4,6,2016,Summer,Cycling,"Cycling Men's Mountainbike, Cross-Country",Not Registered
584,Ayele Abshero Biza,MALE,21,18-25,168,62,ETH,4,6,2012,Summer,Athletics,Athletics Men's Marathon,Not Registered
585,Brian Kenneth Abshire,MALE,24,18-25,180,59,USA,4,6,1988,Summer,Athletics,"Athletics Men's 3,000 metres Steeplechase",Not Registered
587,Gudrun Maria Abt,Female,26,25-30,178,61,FRG,4,6,1988,Summer,Athletics,Athletics Women's 400 metres Hurdles,Not Registered
587,Gudrun Maria Abt,Female,26,25-30,178,61,FRG,4,6,1988,Summer,Athletics,Athletics Women's 4 x 400 metres Relay,Not Registered
589,Najmeh Abtin,Female,25,18-25,160,57,IRI,4,6,2008,Summer,Archery,Archery Women's Individual,Not Registered
590,Mohamed Abu Abdullah,MALE,27,25-30,173,74,BAN,4,6,2008,Summer,Athletics,Athletics Men's 100 metres,Not Registered
591,Abdul Wahab Abu Al-Hail Labid,MALE,27,25-30,180,79,IRQ,4,6,2004,Summer,Football,Football Men's Football,Not Registered
592,Mohamed Ahmed Abu Ali,MALE,19,18-25,NULL,NULL,KSA,4,6,1984,Summer,Fencing,"Fencing Men's epee, Individual",Not Registered
592,Mohamed Ahmed Abu Ali,MALE,19,18-25,NULL,NULL,KSA,4,6,1984,Summer,Fencing,"Fencing Men's epee, Team",Not Registered
593,Methkal Marouf Abu Drais,MALE,28,25-30,168,67,JOR,4,6,2012,Summer,Athletics,Athletics Men's Marathon,Not Registered
593,Methkal Marouf Abu Drais,MALE,32,Over 30,168,67,JOR,4,6,2016,Summer,Athletics,Athletics Men's Marathon,Not Registered
594,Lailin Abu Hassan,MALE,22,18-25,NULL,NULL,MAS,4,6,1992,Summer,Hockey,Hockey Men's Hockey,Not Registered
594,Lailin Abu Hassan,MALE,26,25-30,NULL,NULL,MAS,4,6,1996,Summer,Hockey,Hockey Men's Hockey,Not Registered
595,Majed Abu Maraheel,MALE,33,Over 30,180,76,PLE,4,6,1996,Summer,Athletics,"Athletics Men's 10,000 metres",Not Registered
596,Maher Abu Rmilah,MALE,28,25-30,172,72,PLE,4,6,2012,Summer,Judo,Judo Men's Lightweight,Not Registered
597,Mohamed Ahmed Abu Sobea,MALE,NULL,NULL,NULL,NULL,EGY,4,6,1936,Summer,Athletics,"Athletics Men's 5,000 metres",Not Registered
598,Omar Abu-Fares,MALE,16,Under 18,178,69,JOR,4,6,2000,Summer,Swimming,Swimming Men's 200 metres Individual Medley,Not Registered
598,Omar Abu-Fares,MALE,19,18-25,178,69,JOR,4,6,2004,Summer,Swimming,Swimming Men's 100 metres Backstroke,Not Registered
599,Bektas Abubakirov,MALE,23,18-25,165,54,KAZ,4,6,1996,Summer,Boxing,Boxing Men's Bantamweight,Not Registered
600,Nagmeldin Ali Abubakr,MALE,18,18-25,172,63,SUD,4,6,2004,Summer,Athletics,Athletics Men's 400 metres,Not Registered
600,Nagmeldin Ali Abubakr,MALE,22,18-25,172,63,SUD,4,6,2008,Summer,Athletics,Athletics Men's 400 metres,Not Registered
601,Sanna Abubkheet,Female,19,18-25,157,52,PLE,4,6,2004,Summer,Athletics,Athletics Women's 800 metres,Not Registered
602,Abudoureheman,MALE,22,18-25,182,75,CHN,4,6,2000,Summer,Boxing,Boxing Men's Middleweight,Not Registered
603,Juma Abudu,MALE,24,18-25,170,59,KEN,4,6,1988,Summer,Weightlifting,Weightlifting Men's Featherweight,Not Registered
604,"Folashade ""Shade"" Abugan",Female,17,Under 18,150,64,NGR,4,6,2008,Summer,Athletics,Athletics Women's 400 metres,Not Registered
604,"Folashade ""Shade"" Abugan",Female,17,Under 18,150,64,NGR,4,6,2008,Summer,Athletics,Athletics Women's 4 x 400 metres Relay,Not Registered
605,Fernando J. Abugattas Aboino,MALE,20,18-25,190,80,PER,4,6,1968,Summer,Athletics,Athletics Men's High Jump,Not Registered
606,Roberto Abugattas Aboino,MALE,21,18-25,182,77,PER,4,6,1964,Summer,Athletics,Athletics Men's High Jump,Not Registered
606,Roberto Abugattas Aboino,MALE,25,18-25,182,77,PER,4,6,1968,Summer,Athletics,Athletics Men's High Jump,Not Registered
607,Hamza Abughalia,MALE,23,18-25,NULL,85,LBA,4,6,2004,Summer,Weightlifting,Weightlifting Men's Light-Heavyweight,Not Registered
608,Ahmad Abughaush,MALE,20,18-25,178,68,JOR,4,6,2016,Summer,Taekwondo,Taekwondo Men's Featherweight,Gold
609,Fartun Abukar Omar,Female,18,18-25,170,58,SOM,4,6,2004,Summer,Athletics,Athletics Women's 100 metres,Not Registered
610,Ginko Abukawa-Chiba,Female,22,18-25,148,46,JPN,4,6,1960,Summer,Gymnastics,Gymnastics Women's Individual All-Around,Not Registered
610,Ginko Abukawa-Chiba,Female,22,18-25,148,46,JPN,4,6,1960,Summer,Gymnastics,Gymnastics Women's Team All-Around,Not Registered
610,Ginko Abukawa-Chiba,Female,22,18-25,148,46,JPN,4,6,1960,Summer,Gymnastics,Gymnastics Women's Floor Exercise,Not Registered
610,Ginko Abukawa-Chiba,Female,22,18-25,148,46,JPN,4,6,1960,Summer,Gymnastics,Gymnastics Women's Horse Vault,Not Registered
610,Ginko Abukawa-Chiba,Female,22,18-25,148,46,JPN,4,6,1960,Summer,Gymnastics,Gymnastics Women's Uneven Bars,Not Registered
610,Ginko Abukawa-Chiba,Female,22,18-25,148,46,JPN,4,6,1960,Summer,Gymnastics,Gymnastics Women's Balance Beam,Not Registered
610,Ginko Abukawa-Chiba,Female,26,25-30,148,46,JPN,4,6,1964,Summer,Gymnastics,Gymnastics Women's Individual All-Around,Not Registered
610,Ginko Abukawa-Chiba,Female,26,25-30,148,46,JPN,4,6,1964,Summer,Gymnastics,Gymnastics Women's Team All-Around,Bronze
610,Ginko Abukawa-Chiba,Female,26,25-30,148,46,JPN,4,6,1964,Summer,Gymnastics,Gymnastics Women's Floor Exercise,Not Registered
610,Ginko Abukawa-Chiba,Female,26,25-30,148,46,JPN,4,6,1964,Summer,Gymnastics,Gymnastics Women's Horse Vault,Not Registered
610,Ginko Abukawa-Chiba,Female,26,25-30,148,46,JPN,4,6,1964,Summer,Gymnastics,Gymnastics Women's Uneven Bars,Not Registered
610,Ginko Abukawa-Chiba,Female,26,25-30,148,46,JPN,4,6,1964,Summer,Gymnastics,Gymnastics Women's Balance Beam,Not Registered
611,Mohammed Abukhousa,MALE,23,18-25,170,67,PLE,4,6,2016,Summer,Athletics,Athletics Men's 100 metres,Not Registered
612,Mohammad Abulibdeh,MALE,28,25-30,183,68,JOR,4,6,2012,Summer,Taekwondo,Taekwondo Men's Featherweight,Not Registered
613,Kariman Abuljadayel,Female,22,18-25,180,70,KSA,4,6,2016,Summer,Athletics,Athletics Women's 100 metres,Not Registered
614,Jos Manuel Abundis Sandoval,MALE,23,18-25,177,72,MEX,4,6,1996,Summer,Football,Football Men's Football,Not Registered
615,Abdullah Abuqrais,MALE,25,18-25,163,65,KUW,4,6,1984,Summer,Diving,Diving Men's Springboard,Not Registered
615,Abdullah Abuqrais,MALE,25,18-25,163,65,KUW,4,6,1984,Summer,Diving,Diving Men's Platform,Not Registered
616,Shigeru Aburaya,MALE,27,25-30,163,51,JPN,4,6,2004,Summer,Athletics,Athletics Men's Marathon,Not Registered
617,Cristobal Alejandro Aburto Tinoco,MALE,28,25-30,161,60,MEX,4,6,2004,Summer,Judo,Judo Men's Extra-Lightweight,Not Registered
618,Aleksandr Veniaminovich Abushakhmetov,MALE,21,18-25,189,81,URS,4,6,1976,Summer,Fencing,"Fencing Men's epee, Individual",Not Registered
618,Aleksandr Veniaminovich Abushakhmetov,MALE,21,18-25,189,81,URS,4,6,1976,Summer,Fencing,"Fencing Men's epee, Team",Not Registered
618,Aleksandr Veniaminovich Abushakhmetov,MALE,25,18-25,189,81,URS,4,6,1980,Summer,Fencing,"Fencing Men's epee, Individual",Not Registered
618,Aleksandr Veniaminovich Abushakhmetov,MALE,25,18-25,189,81,URS,4,6,1980,Summer,Fencing,"Fencing Men's epee, Team",Bronze
619,Magomedgasan Mingazhutdinovich Abushev,MALE,20,18-25,170,62,URS,4,6,1980,Summer,Wrestling,"Wrestling Men's Featherweight, Freestyle",Gold
620,Kanat Kalizhanovich Abutalipov,MALE,25,18-25,168,56,KAZ,4,6,2008,Summer,Boxing,Boxing Men's Bantamweight,Not Registered
620,Kanat Kalizhanovich Abutalipov,MALE,29,25-30,168,56,KAZ,4,6,2012,Summer,Boxing,Boxing Men's Bantamweight,Not Registered
621,Anas Sameer N. H. Abuyousuf,MALE,14,Under 18,181,77,QAT,4,6,2004,Summer,Swimming,Swimming Men's 400 metres Freestyle,Not Registered
