ID,Competitor Name,Sex,Age,Age Grouping,Height,Weight,National Code,Example 1,Example 2,Year,Season,Sport,Event,Medal
375,Wakako Abe,Female,18,18-25,168,60,JPN,4,6,1984,Summer,Cycling,"Cycling Women's Road Race, Individual",Not Registered
376,Yoshiyuki Abe,MALE,31,Over 30,175,67,JPN,4,6,2000,Summer,Cycling,"Cycling Men's Road Race, Individual",Not Registered
377,Yuki Abe,MALE,22,18-25,177,75,JPN,4,6,2004,Summer,Football,Football Men's Football,Not Registered
378,Angelik Abebame,Female,NULL,NULL,NULL,NULL,CGO,4,6,1980,Summer,Handball,Handball Women's Handball,Not Registered
379,Addis Abebe,MALE,21,18-25,160,50,ETH,4,6,1992,Summer,Athletics,"Athletics Men's 5,000 metres",Not Registered
379,Addis Abebe,MALE,21,18-25,160,50,ETH,4,6,1992,Summer,Athletics,"Athletics Men's 10,000 metres",Bronze
380,Biruk Abebe,MALE,22,18-25,173,62,ETH,4,6,1992,Summer,Cycling,"Cycling Men's Road Race, Individual",Not Registered
380,Biruk Abebe,MALE,22,18-25,173,62,ETH,4,6,1992,Summer,Cycling,Cycling Men's 100 kilometres Team Time Trial,Not Registered
381,Benaissa Abed,MALE,23,18-25,170,51,ALG,4,6,1988,Summer,Boxing,Boxing Men's Flyweight,Not Registered
382,Soha Abed Elaal,Female,35,Over 30,NULL,NULL,EGY,4,6,2008,Summer,Archery,Archery Women's Individual,Not Registered
383,Mojtaba Abedini Shormasti,MALE,27,25-30,180,83,IRI,4,6,2012,Summer,Fencing,"Fencing Men's Sabre, Individual",Not Registered
383,Mojtaba Abedini Shormasti,MALE,31,Over 30,180,83,IRI,4,6,2016,Summer,Fencing,"Fencing Men's Sabre, Individual",Not Registered
384,Thophile Abega Mbida,MALE,30,25-30,NULL,NULL,CMR,4,6,1984,Summer,Football,Football Men's Football,Not Registered
385,"Max ""Xam"" Abegglen",MALE,22,18-25,NULL,NULL,SUI,4,6,1924,Summer,Football,Football Men's Football,Silver
385,"Max ""Xam"" Abegglen",MALE,26,25-30,NULL,NULL,SUI,4,6,1928,Summer,Football,Football Men's Football,Not Registered
386,Alexandre Abeid,MALE,22,18-25,194,92,BRA,4,6,1972,Summer,Volleyball,Volleyball Men's Volleyball,Not Registered
386,Alexandre Abeid,MALE,26,25-30,194,92,BRA,4,6,1976,Summer,Volleyball,Volleyball Men's Volleyball,Not Registered
387,Sonia Abejn Esteban,Female,19,18-25,169,48,ESP,4,6,2004,Summer,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,Not Registered
388,Abel Carlos da Silva Braga,MALE,19,18-25,190,73,BRA,4,6,1972,Summer,Football,Football Men's Football,Not Registered
389,Adolf Gaston Abel,MALE,45,Over 30,NULL,NULL,GER,4,6,1928,Summer,Art Competitions,"Art Competitions Mixed Architecture, Designs For Town Planning",Not Registered
389,Adolf Gaston Abel,MALE,45,Over 30,NULL,NULL,GER,4,6,1928,Summer,Art Competitions,"Art Competitions Mixed Architecture, Architectural Designs",Not Registered
390,Brooke Abel,Female,20,18-25,163,52,USA,4,6,2008,Summer,Synchronized Swimming,Synchronized Swimming Women's Team,Not Registered
394,Irene Abel,Female,19,18-25,160,48,GDR,4,6,1972,Summer,Gymnastics,Gymnastics Women's Individual All-Around,Not Registered
394,Irene Abel,Female,19,18-25,160,48,GDR,4,6,1972,Summer,Gymnastics,Gymnastics Women's Team All-Around,Silver
394,Irene Abel,Female,19,18-25,160,48,GDR,4,6,1972,Summer,Gymnastics,Gymnastics Women's Floor Exercise,Not Registered
394,Irene Abel,Female,19,18-25,160,48,GDR,4,6,1972,Summer,Gymnastics,Gymnastics Women's Horse Vault,Not Registered
394,Irene Abel,Female,19,18-25,160,48,GDR,4,6,1972,Summer,Gymnastics,Gymnastics Women's Uneven Bars,Not Registered
394,Irene Abel,Female,19,18-25,160,48,GDR,4,6,1972,Summer,Gymnastics,Gymnastics Women's Balance Beam,Not Registered
395,Jennifer Abel,Female,16,Under 18,160,62,CAN,4,6,2008,Summer,Diving,Diving Women's Springboard,Not Registered
395,Jennifer Abel,Female,20,18-25,160,62,CAN,4,6,2012,Summer,Diving,Diving Women's Springboard,Not Registered
395,Jennifer Abel,Female,20,18-25,160,62,CAN,4,6,2012,Summer,Diving,Diving Women's Synchronized Springboard,Bronze
395,Jennifer Abel,Female,24,18-25,160,62,CAN,4,6,2016,Summer,Diving,Diving Women's Springboard,Not Registered
395,Jennifer Abel,Female,24,18-25,160,62,CAN,4,6,2016,Summer,Diving,Diving Women's Synchronized Springboard,Not Registered
396,Katja Abel,Female,25,18-25,165,55,GER,4,6,2008,Summer,Gymnastics,Gymnastics Women's Individual All-Around,Not Registered
396,Katja Abel,Female,25,18-25,165,55,GER,4,6,2008,Summer,Gymnastics,Gymnastics Women's Team All-Around,Not Registered
396,Katja Abel,Female,25,18-25,165,55,GER,4,6,2008,Summer,Gymnastics,Gymnastics Women's Floor Exercise,Not Registered
396,Katja Abel,Female,25,18-25,165,55,GER,4,6,2008,Summer,Gymnastics,Gymnastics Women's Uneven Bars,Not Registered
396,Katja Abel,Female,25,18-25,165,55,GER,4,6,2008,Summer,Gymnastics,Gymnastics Women's Balance Beam,Not Registered
397,Mara Abel Diguez,Female,25,18-25,163,46,ESP,4,6,2000,Summer,Athletics,"Athletics Women's 10,000 metres",Not Registered
397,Mara Abel Diguez,Female,29,25-30,163,46,ESP,4,6,2004,Summer,Athletics,Athletics Women's Marathon,Not Registered
398,Roger Abel,MALE,24,18-25,NULL,NULL,MON,4,6,1924,Summer,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",Not Registered
398,Roger Abel,MALE,36,Over 30,NULL,NULL,MON,4,6,1936,Summer,Shooting,"Shooting Men's Rapid-Fire Pistol, 25 metres",Not Registered
398,Roger Abel,MALE,36,Over 30,NULL,NULL,MON,4,6,1936,Summer,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",Not Registered
398,Roger Abel,MALE,48,Over 30,NULL,NULL,MON,4,6,1948,Summer,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",Not Registered
398,Roger Abel,MALE,52,Over 30,NULL,NULL,MON,4,6,1952,Summer,Shooting,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",Not Registered
398,Roger Abel,MALE,52,Over 30,NULL,NULL,MON,4,6,1952,Summer,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",Not Registered
399,Egil Sten Abel,MALE,20,18-25,NULL,NULL,NOR,4,6,1920,Summer,Sailing,Sailing Mixed 7 metres,Silver
400,Yaritza Abel Rojas,Female,28,25-30,NULL,62,CUB,4,6,2012,Summer,Judo,Judo Women's Half-Middleweight,Not Registered
401,Abelardo Fernndez Antua,MALE,22,18-25,NULL,NULL,ESP,4,6,1992,Summer,Football,Football Men's Football,Gold
402,Arthur Abele,MALE,22,18-25,184,85,GER,4,6,2008,Summer,Athletics,Athletics Men's Decathlon,Not Registered
402,Arthur Abele,MALE,30,25-30,184,85,GER,4,6,2016,Summer,Athletics,Athletics Men's Decathlon,Not Registered
403,Ruth Abeles,Female,18,18-25,153,48,ISR,4,6,1960,Summer,Gymnastics,Gymnastics Women's Individual All-Around,Not Registered
403,Ruth Abeles,Female,18,18-25,153,48,ISR,4,6,1960,Summer,Gymnastics,Gymnastics Women's Floor Exercise,Not Registered
403,Ruth Abeles,Female,18,18-25,153,48,ISR,4,6,1960,Summer,Gymnastics,Gymnastics Women's Horse Vault,Not Registered
403,Ruth Abeles,Female,18,18-25,153,48,ISR,4,6,1960,Summer,Gymnastics,Gymnastics Women's Uneven Bars,Not Registered
403,Ruth Abeles,Female,18,18-25,153,48,ISR,4,6,1960,Summer,Gymnastics,Gymnastics Women's Balance Beam,Not Registered
404,"Louis Grenville ""Lou"" Abell",MALE,15,Under 18,NULL,NULL,USA,4,6,1900,Summer,Rowing,Rowing Men's Coxed Eights,Gold
404,"Louis Grenville ""Lou"" Abell",MALE,19,18-25,NULL,NULL,USA,4,6,1904,Summer,Rowing,Rowing Men's Coxed Eights,Gold
405,Jos Javier Abella Fanjul,MALE,22,18-25,176,66,MEX,4,6,2016,Summer,Football,Football Men's Football,Not Registered
406,Ramn Neptuno Abella Caside,MALE,26,25-30,NULL,NULL,URU,4,6,1948,Summer,Water Polo,Water Polo Men's Water Polo,Not Registered
408,Alfonso Abelln Lpez,MALE,37,Over 30,174,63,ESP,4,6,1988,Summer,Athletics,Athletics Men's Marathon,Not Registered
409,Juan Luis Abelln Pallahi,MALE,19,18-25,NULL,NULL,ESP,4,6,1952,Summer,Water Polo,Water Polo Men's Water Polo,Not Registered
410,Edwige Marie Abna Fouda,Female,23,18-25,173,61,CMR,4,6,1996,Summer,Athletics,Athletics Women's 4 x 100 metres Relay,Not Registered
411,Gezahgne Abera,MALE,22,18-25,166,58,ETH,4,6,2000,Summer,Athletics,Athletics Men's Marathon,Gold
412,Tesfaye Abera Dibaba,MALE,24,18-25,192,68,ETH,4,6,2016,Summer,Athletics,Athletics Men's Marathon,Not Registered
413,Hugo Ral Aberastegui,MALE,27,25-30,186,84,ARG,4,6,1968,Summer,Rowing,Rowing Men's Coxed Fours,Not Registered
413,Hugo Ral Aberastegui,MALE,30,25-30,186,84,ARG,4,6,1972,Summer,Rowing,Rowing Men's Coxed Eights,Not Registered
413,Hugo Ral Aberastegui,MALE,34,Over 30,186,84,ARG,4,6,1976,Summer,Rowing,Rowing Men's Coxed Fours,Not Registered
414,Arvid berg,MALE,26,25-30,NULL,NULL,SWE,4,6,1912,Summer,Athletics,Athletics Men's Hammer Throw,Not Registered
416,Nils Georg berg,MALE,19,18-25,181,78,SWE,4,6,1912,Summer,Athletics,Athletics Men's Long Jump,Bronze
416,Nils Georg berg,MALE,19,18-25,181,78,SWE,4,6,1912,Summer,Athletics,Athletics Men's Triple Jump,Silver
417,Sara Helena berg,Female,17,Under 18,190,73,SWE,4,6,1988,Summer,Swimming,Swimming Women's 50 metres Freestyle,Not Registered
418,Karl Konrad berg,MALE,22,18-25,NULL,NULL,FIN,4,6,1912,Summer,Wrestling,"Wrestling Men's Middleweight A, Greco-Roman",Not Registered
419,Majken berg,Female,30,25-30,170,60,SWE,4,6,1948,Summer,Athletics,Athletics Women's Discus Throw,Not Registered
420,"Olof Viktor ""Olle"" berg",MALE,27,25-30,181,78,SWE,4,6,1952,Summer,Athletics,"Athletics Men's 1,500 metres",Not Registered
421,Mohamed Aberhoune,MALE,23,18-25,187,75,MAR,4,6,2012,Summer,Football,Football Men's Football,Not Registered
423,Michael Brent Abernathy,MALE,22,18-25,182,84,USA,4,6,2000,Summer,Baseball,Baseball Men's Baseball,Gold
424,Moira Abernethy (-Ford),Female,17,Under 18,NULL,NULL,RSA,4,6,1956,Summer,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Bronze
424,Moira Abernethy (-Ford),Female,17,Under 18,NULL,NULL,RSA,4,6,1956,Summer,Swimming,Swimming Women's 100 metres Backstroke,Not Registered
425,Salim Abes,MALE,25,18-25,NULL,NULL,ALG,4,6,1996,Summer,Handball,Handball Men's Handball,Not Registered
427,Pasqualino Abeti,MALE,24,18-25,173,66,ITA,4,6,1972,Summer,Athletics,Athletics Men's 200 metres,Not Registered
428,Elvan Abeylegesse,Female,21,18-25,159,40,TUR,4,6,2004,Summer,Athletics,"Athletics Women's 1,500 metres",Not Registered
428,Elvan Abeylegesse,Female,21,18-25,159,40,TUR,4,6,2004,Summer,Athletics,"Athletics Women's 5,000 metres",Not Registered
428,Elvan Abeylegesse,Female,25,18-25,159,40,TUR,4,6,2008,Summer,Athletics,"Athletics Women's 5,000 metres",Silver
428,Elvan Abeylegesse,Female,25,18-25,159,40,TUR,4,6,2008,Summer,Athletics,"Athletics Women's 10,000 metres",Not Registered
429,Ruwani Abeymanne,Female,30,25-30,160,53,SRI,4,6,2000,Summer,Shooting,"Shooting Women's Air Pistol, 10 metres",Not Registered
429,Ruwani Abeymanne,Female,30,25-30,160,53,SRI,4,6,2000,Summer,Shooting,"Shooting Women's Sporting Pistol, 25 metres",Not Registered
430,Matthew Duncan Abeysinghe,MALE,20,18-25,180,74,SRI,4,6,2016,Summer,Swimming,Swimming Men's 100 metres Freestyle,Not Registered
431,Narek Abgaryan,MALE,24,18-25,166,52,ARM,4,6,2016,Summer,Boxing,Boxing Men's Flyweight,Not Registered
432,Koutoua Francis Abia,MALE,26,25-30,180,80,CIV,4,6,1992,Summer,Canoeing,"Canoeing Men's Kayak Doubles, 500 metres",Not Registered
432,Koutoua Francis Abia,MALE,30,25-30,180,80,CIV,4,6,1996,Summer,Canoeing,"Canoeing Men's Kayak Singles, 500 metres",Not Registered
432,Koutoua Francis Abia,MALE,42,Over 30,180,80,CIV,4,6,2008,Summer,Canoeing,"Canoeing Men's Kayak Singles, 500 metres",Not Registered
432,Koutoua Francis Abia,MALE,42,Over 30,180,80,CIV,4,6,2008,Summer,Canoeing,"Canoeing Men's Kayak Singles, 1,000 metres",Not Registered
433,Pablo Abin Vicen,MALE,23,18-25,177,68,ESP,4,6,2008,Summer,Badminton,Badminton Men's Singles,Not Registered
433,Pablo Abin Vicen,MALE,27,25-30,177,68,ESP,4,6,2012,Summer,Badminton,Badminton Men's Singles,Not Registered
433,Pablo Abin Vicen,MALE,31,Over 30,177,68,ESP,4,6,2016,Summer,Badminton,Badminton Men's Singles,Not Registered
434,David Abibssira,MALE,21,18-25,179,63,FRA,4,6,1984,Summer,Shooting,"Shooting Men's Running Target, 50 metres",Not Registered
435,Silke Abicht,Female,19,18-25,156,46,GDR,4,6,1988,Summer,Diving,Diving Women's Platform,Not Registered
436,Haithem Abid,MALE,22,18-25,179,72,TUN,4,6,1988,Summer,Football,Football Men's Football,Not Registered
437,Younis Abid Sadkhan,MALE,18,18-25,NULL,NULL,IRQ,4,6,1988,Summer,Football,Football Men's Football,Not Registered
438,Jaiye Abidoye,MALE,30,25-30,NULL,NULL,NGR,4,6,1972,Summer,Athletics,Athletics Men's 800 metres,Not Registered
438,Jaiye Abidoye,MALE,30,25-30,NULL,NULL,NGR,4,6,1972,Summer,Athletics,"Athletics Men's 1,500 metres",Not Registered
439,Sagat Abikeyeva,Female,27,25-30,160,78,KAZ,4,6,2008,Summer,Judo,Judo Women's Half-Heavyweight,Not Registered
440,Mitsuhiro Abiko,MALE,19,18-25,169,62,JPN,4,6,2008,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,Not Registered
441,Tomomi Abiko,Female,24,18-25,173,53,JPN,4,6,2012,Summer,Athletics,Athletics Women's Pole Vault,Not Registered
442,"Catherine ""Kate"" Abilla Awino",Female,27,25-30,162,56,KEN,4,6,2016,Summer,Rugby Sevens,Rugby Sevens Women's Rugby Sevens,Not Registered
443,Ismail Abilov (-Nizamolu),MALE,25,18-25,172,82,BUL,4,6,1976,Summer,Wrestling,"Wrestling Men's Middleweight, Freestyle",Not Registered
443,Ismail Abilov (-Nizamolu),MALE,29,25-30,172,82,BUL,4,6,1980,Summer,Wrestling,"Wrestling Men's Middleweight, Freestyle",Gold
444,Camille Anne Franoise Abily,Female,27,25-30,168,60,FRA,4,6,2012,Summer,Football,Football Women's Football,Not Registered
444,Camille Anne Franoise Abily,Female,31,Over 30,168,60,FRA,4,6,2016,Summer,Football,Football Women's Football,Not Registered
445,Endurance Abinuwa,Female,24,18-25,159,54,NGR,4,6,2012,Summer,Athletics,Athletics Women's 4 x 100 metres Relay,Not Registered
446,Bode Abiodun,MALE,35,Over 30,170,68,NGR,4,6,2016,Summer,Table Tennis,Table Tennis Men's Team,Not Registered
447,Firmin Abissi,MALE,28,25-30,159,54,BEN,4,6,1980,Summer,Boxing,Boxing Men's Bantamweight,Not Registered
447,Firmin Abissi,MALE,32,Over 30,159,54,BEN,4,6,1984,Summer,Boxing,Boxing Men's Bantamweight,Not Registered
449,Inga Eduardovna Abitova,Female,26,25-30,164,58,RUS,4,6,2008,Summer,Athletics,"Athletics Women's 10,000 metres",Not Registered
450,Ceyhun Abiyev,MALE,29,25-30,163,48,AZE,4,6,2004,Summer,Boxing,Boxing Men's Light-Flyweight,Not Registered
451,Diana Monteiro Abla,Female,21,18-25,175,75,BRA,4,6,2016,Summer,Water Polo,Water Polo Women's Water Polo,Not Registered
453,Leslie Ablett,MALE,24,18-25,NULL,NULL,GBR,4,6,1928,Summer,Water Polo,Water Polo Men's Water Polo,Not Registered
453,Leslie Ablett,MALE,32,Over 30,NULL,NULL,GBR,4,6,1936,Summer,Water Polo,Water Polo Men's Water Polo,Not Registered
454,"Edgar Allen ""Ed"" Ablowich",MALE,19,18-25,182,68,USA,4,6,1932,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,Gold
455,Denis Mikhaylovich Ablyazin,MALE,19,18-25,161,62,RUS,4,6,2012,Summer,Gymnastics,Gymnastics Men's Team All-Around,Not Registered
455,Denis Mikhaylovich Ablyazin,MALE,19,18-25,161,62,RUS,4,6,2012,Summer,Gymnastics,Gymnastics Men's Floor Exercise,Bronze
455,Denis Mikhaylovich Ablyazin,MALE,19,18-25,161,62,RUS,4,6,2012,Summer,Gymnastics,Gymnastics Men's Horse Vault,Silver
455,Denis Mikhaylovich Ablyazin,MALE,19,18-25,161,62,RUS,4,6,2012,Summer,Gymnastics,Gymnastics Men's Parallel Bars,Not Registered
455,Denis Mikhaylovich Ablyazin,MALE,19,18-25,161,62,RUS,4,6,2012,Summer,Gymnastics,Gymnastics Men's Horizontal Bar,Not Registered
455,Denis Mikhaylovich Ablyazin,MALE,19,18-25,161,62,RUS,4,6,2012,Summer,Gymnastics,Gymnastics Men's Rings,Not Registered
455,Denis Mikhaylovich Ablyazin,MALE,24,18-25,161,62,RUS,4,6,2016,Summer,Gymnastics,Gymnastics Men's Team All-Around,Silver
455,Denis Mikhaylovich Ablyazin,MALE,24,18-25,161,62,RUS,4,6,2016,Summer,Gymnastics,Gymnastics Men's Floor Exercise,Not Registered
455,Denis Mikhaylovich Ablyazin,MALE,24,18-25,161,62,RUS,4,6,2016,Summer,Gymnastics,Gymnastics Men's Horse Vault,Silver
455,Denis Mikhaylovich Ablyazin,MALE,24,18-25,161,62,RUS,4,6,2016,Summer,Gymnastics,Gymnastics Men's Rings,Bronze
456,Karin Abma,Female,24,18-25,174,62,NED,4,6,1976,Summer,Rowing,Rowing Women's Coxed Eights,Not Registered
457,Thorine Christelle Aboa Mbeza,Female,23,18-25,182,78,CMR,4,6,2016,Summer,Volleyball,Volleyball Women's Volleyball,Not Registered
458,Felix Ahmed Aboagye,MALE,20,18-25,176,70,GHA,4,6,1996,Summer,Football,Football Men's Football,Not Registered
459,Bukola Dammy Abogunloko,Female,17,Under 18,170,53,NGR,4,6,2012,Summer,Athletics,Athletics Women's 4 x 400 metres Relay,Not Registered
460,Viktor Andreyevich Aboimov,MALE,22,18-25,190,78,URS,4,6,1972,Summer,Swimming,Swimming Men's 400 metres Freestyle,Not Registered
460,Viktor Andreyevich Aboimov,MALE,22,18-25,190,78,URS,4,6,1972,Summer,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Silver
460,Viktor Andreyevich Aboimov,MALE,22,18-25,190,78,URS,4,6,1972,Summer,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Bronze
460,Viktor Andreyevich Aboimov,MALE,22,18-25,190,78,URS,4,6,1972,Summer,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Not Registered
461,Mohamed Aboker,MALE,26,25-30,175,61,SOM,4,6,1972,Summer,Athletics,Athletics Men's 800 metres,Not Registered
461,Mohamed Aboker,MALE,26,25-30,175,61,SOM,4,6,1972,Summer,Athletics,"Athletics Men's 1,500 metres",Not Registered
464,Abdul Razzak Aboobakur,MALE,25,18-25,168,59,MDV,4,6,1988,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,Not Registered
465,"Matthew ""Matt"" Abood",MALE,30,25-30,197,92,AUS,4,6,2016,Summer,Swimming,Swimming Men's 50 metres Freestyle,Not Registered
465,"Matthew ""Matt"" Abood",MALE,30,25-30,197,92,AUS,4,6,2016,Summer,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Bronze
467,Jean-Pierre Abossolo-Ze,MALE,27,25-30,NULL,NULL,CMR,4,6,1984,Summer,Athletics,Athletics Men's 400 metres Hurdles,Not Registered
467,Jean-Pierre Abossolo-Ze,MALE,27,25-30,NULL,NULL,CMR,4,6,1984,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,Not Registered
468,Abdelhalim Muhammad Abou,MALE,27,25-30,210,88,EGY,4,6,2016,Summer,Volleyball,Volleyball Men's Volleyball,Not Registered
469,Tarek Abou Al Dahab,MALE,28,25-30,170,64,LIB,4,6,1968,Summer,Cycling,"Cycling Men's Road Race, Individual",Not Registered
469,Tarek Abou Al Dahab,MALE,28,25-30,170,64,LIB,4,6,1968,Summer,Cycling,Cycling Men's Sprint,Not Registered
469,Tarek Abou Al Dahab,MALE,28,25-30,170,64,LIB,4,6,1968,Summer,Cycling,"Cycling Men's 1,000 metres Time Trial",Not Registered
469,Tarek Abou Al Dahab,MALE,28,25-30,170,64,LIB,4,6,1968,Summer,Cycling,"Cycling Men's Individual Pursuit, 4,000 metres",Not Registered
469,Tarek Abou Al Dahab,MALE,32,Over 30,170,64,LIB,4,6,1972,Summer,Cycling,"Cycling Men's Road Race, Individual",Not Registered
469,Tarek Abou Al Dahab,MALE,32,Over 30,170,64,LIB,4,6,1972,Summer,Cycling,"Cycling Men's Individual Pursuit, 4,000 metres",Not Registered
470,Bachir Hani Abou Assi,MALE,24,18-25,175,74,LIB,4,6,1972,Summer,Wrestling,"Wrestling Men's Welterweight, Freestyle",Not Registered
471,Ashraf Abou El-Hassan,MALE,25,18-25,186,86,EGY,4,6,2000,Summer,Volleyball,Volleyball Men's Volleyball,Not Registered
471,Ashraf Abou El-Hassan,MALE,33,Over 30,186,86,EGY,4,6,2008,Summer,Volleyball,Volleyball Men's Volleyball,Not Registered
471,Ashraf Abou El-Hassan,MALE,41,Over 30,186,86,EGY,4,6,2016,Summer,Volleyball,Volleyball Men's Volleyball,Not Registered
472,Galal El-Din Abdel Meguid Abou El-Kheir,MALE,24,18-25,NULL,NULL,EGY,4,6,1952,Summer,Water Polo,Water Polo Men's Water Polo,Not Registered
473,Magdy Abou El-Magd,MALE,27,25-30,188,85,EGY,4,6,2000,Summer,Handball,Handball Men's Handball,Not Registered
474,Essameldin Abou El-Nein,MALE,29,25-30,205,102,EGY,4,6,1984,Summer,Basketball,Basketball Men's Basketball,Not Registered
475,Abdel Khlik Abou El-Yazi,MALE,26,25-30,NULL,NULL,EGY,4,6,1992,Summer,Hockey,Hockey Men's Hockey,Not Registered
476,Mohamed Moustafa Abou Elea,MALE,20,18-25,168,54,EGY,4,6,2000,Summer,Wrestling,"Wrestling Men's Bantamweight, Greco-Roman",Not Registered
477,Mahmoud Abou Elelaa,MALE,30,25-30,181,76,EGY,4,6,1984,Summer,Volleyball,Volleyball Men's Volleyball,Not Registered
478,Mohammed Tawfiq Abou Habaga,MALE,27,25-30,NULL,NULL,EGY,4,6,1948,Summer,Football,Football Men's Football,Not Registered
479,Zaid Abou Hamed,MALE,30,25-30,182,79,SYR,4,6,2000,Summer,Athletics,Athletics Men's 400 metres Hurdles,Not Registered
480,Youssef Kamel Mohamed Abou Ouf,MALE,24,18-25,NULL,NULL,EGY,4,6,1948,Summer,Basketball,Basketball Men's Basketball,Not Registered
480,Youssef Kamel Mohamed Abou Ouf,MALE,28,25-30,NULL,NULL,EGY,4,6,1952,Summer,Basketball,Basketball Men's Basketball,Not Registered
481,Gaber Mooti Abou Zeid,MALE,22,18-25,187,82,EGY,4,6,1976,Summer,Volleyball,Volleyball Men's Volleyball,Not Registered
481,Gaber Mooti Abou Zeid,MALE,30,25-30,187,82,EGY,4,6,1984,Summer,Volleyball,Volleyball Men's Volleyball,Not Registered
482,Taher Abou Zeid Sayid Amer,MALE,22,18-25,NULL,NULL,EGY,4,6,1984,Summer,Football,Football Men's Football,Not Registered
483,Ahmed Farid Abou-Shadi,MALE,38,Over 30,NULL,NULL,EGY,4,6,1948,Summer,Fencing,"Fencing Men's Sabre, Individual",Not Registered
483,Ahmed Farid Abou-Shadi,MALE,38,Over 30,NULL,NULL,EGY,4,6,1948,Summer,Fencing,"Fencing Men's Sabre, Team",Not Registered
483,Ahmed Farid Abou-Shadi,MALE,42,Over 30,NULL,NULL,EGY,4,6,1952,Summer,Fencing,"Fencing Men's Sabre, Individual",Not Registered
483,Ahmed Farid Abou-Shadi,MALE,42,Over 30,NULL,NULL,EGY,4,6,1952,Summer,Fencing,"Fencing Men's Sabre, Team",Not Registered
484,Abdel Fattah Abou-Shanab,MALE,24,18-25,NULL,NULL,UAR,4,6,1960,Summer,Rowing,Rowing Men's Coxed Eights,Not Registered
484,Abdel Fattah Abou-Shanab,MALE,28,25-30,NULL,NULL,EGY,4,6,1964,Summer,Rowing,Rowing Men's Coxed Eights,Not Registered
485,Sadoon Mohamed Aboub,MALE,21,18-25,170,48,IRQ,4,6,1988,Summer,Boxing,Boxing Men's Light-Flyweight,Not Registered
486,Zakaria Aboub,MALE,20,18-25,171,65,MAR,4,6,2000,Summer,Football,Football Men's Football,Not Registered
487,Inni Aboubacar,MALE,NULL,NULL,NULL,NULL,NIG,4,6,1988,Summer,Athletics,Athletics Men's Marathon,Not Registered
488,Ibrahim Mohamedin Aboubaker,MALE,21,18-25,190,65,QAT,4,6,2004,Summer,Athletics,Athletics Men's Triple Jump,Not Registered
488,Ibrahim Mohamedin Aboubaker,MALE,25,18-25,190,65,QAT,4,6,2008,Summer,Athletics,Athletics Men's Triple Jump,Not Registered
489,Ahmed Ghmin Aboud,MALE,22,18-25,170,51,IRQ,4,6,1992,Summer,Boxing,Boxing Men's Bantamweight,Not Registered
490,Fathi Khalifa Aboud,MALE,23,18-25,175,75,LBA,4,6,1988,Summer,Athletics,Athletics Men's Triple Jump,Not Registered
491,Kamel Aboud,MALE,22,18-25,178,67,ALG,4,6,1984,Summer,Boxing,Boxing Men's Welterweight,Not Registered
492,Marwan Suhail Aboud,MALE,NULL,NULL,NULL,NULL,IRQ,4,6,1984,Summer,Wrestling,"Wrestling Men's Bantamweight, Freestyle",Not Registered
493,Rabah Aboud,MALE,31,Over 30,180,64,ALG,4,6,2012,Summer,Athletics,"Athletics Men's 5,000 metres",Not Registered
494,Mamdouh Taha Al-Husseini Abouebaid,MALE,28,25-30,183,85,EGY,4,6,2016,Summer,Handball,Handball Men's Handball,Not Registered
495,Alaaeldin Ahmad El-Sayyid Abouelkassem,MALE,21,18-25,188,87,EGY,4,6,2012,Summer,Fencing,"Fencing Men's Foil, Individual",Silver
495,Alaaeldin Ahmad El-Sayyid Abouelkassem,MALE,21,18-25,188,87,EGY,4,6,2012,Summer,Fencing,"Fencing Men's Foil, Team",Not Registered
495,Alaaeldin Ahmad El-Sayyid Abouelkassem,MALE,25,18-25,188,87,EGY,4,6,2016,Summer,Fencing,"Fencing Men's Foil, Individual",Not Registered
495,Alaaeldin Ahmad El-Sayyid Abouelkassem,MALE,25,18-25,188,87,EGY,4,6,2016,Summer,Fencing,"Fencing Men's Foil, Team",Not Registered
496,Haysam Farouk Abouelw,MALE,21,18-25,NULL,NULL,EGY,4,6,1992,Summer,Football,Football Men's Football,Not Registered
497,Waguih Rauf Aboul Seoud,MALE,22,18-25,NULL,NULL,EGY,4,6,1968,Summer,Diving,Diving Men's Platform,Not Registered
498,El-Sayed Aboumedan,MALE,26,25-30,178,81,EGY,4,6,2004,Summer,Judo,Judo Men's Half-Middleweight,Not Registered
500,Sdonoud Janvier Abouta,MALE,23,18-25,NULL,NULL,MLI,4,6,2004,Summer,Football,Football Men's Football,Not Registered
